"dsc_cidade","populacao"
"São Jorge (RS)","2816"
"São José das Missões (RS)","2514"
"São José do Herval (RS)","1943"
"São José do Hortêncio (RS)","4865"
"São José do Inhacorá (RS)","2056"
"São José do Norte (RS)","27721"
"São José do Ouro (RS)","6922"
"São José do Sul (RS)","2437"
"São José dos Ausentes (RS)","3543"
"São Leopoldo (RS)","238648"
"São Lourenço do Sul (RS)","43540"
"São Luiz Gonzaga (RS)","33293"
"São Marcos (RS)","21658"
"São Martinho (RS)","5380"
"São Martinho da Serra (RS)","3231"
"São Miguel das Missões (RS)","7683"
"São Nicolau (RS)","5208"
"São Paulo das Missões (RS)","5720"
"São Pedro da Serra (RS)","3842"
"São Pedro das Missões (RS)","2017"
"São Pedro do Butiá (RS)","2949"
"São Pedro do Sul (RS)","16148"
"São Sebastião do Caí (RS)","25959"
"São Sepé (RS)","23555"
"São Valentim (RS)","3259"
"São Valentim do Sul (RS)","2245"
"São Valério do Sul (RS)","2729"
"São Vendelino (RS)","2266"
"São Vicente do Sul (RS)","8732"
"Sapiranga (RS)","80037"
"Sapucaia do Sul (RS)","141808"
"Sarandi (RS)","24763"
"Seberi (RS)","10713"
"Sede Nova (RS)","2891"
"Segredo (RS)","7444"
"Selbach (RS)","5107"
"Senador Salgado Filho (RS)","2770"
"Sentinela do Sul (RS)","5609"
"Serafina Corrêa (RS)","17795"
"Sério (RS)","1924"
"Sertão (RS)","5315"
"Sertão Santana (RS)","6537"
"Sete de Setembro (RS)","1950"
"Severiano de Almeida (RS)","3631"
"Silveira Martins (RS)","2374"
"Sinimbu (RS)","10162"
"Sobradinho (RS)","15005"
"Soledade (RS)","31035"
"Tabaí (RS)","4769"
"Tapejara (RS)","24552"
"Tapera (RS)","10577"
"Tapes (RS)","17332"
"Taquara (RS)","57584"
"Taquari (RS)","26885"
"Taquaruçu do Sul (RS)","3077"
"Tavares (RS)","5483"
"Tenente Portela (RS)","13434"
"Terra de Areia (RS)","11315"
"Teutônia (RS)","33766"
"Tio Hugo (RS)","3055"
"Tiradentes do Sul (RS)","5616"
"Toropi (RS)","2772"
"Torres (RS)","39064"
"Tramandaí (RS)","52632"
"Travesseiro (RS)","2334"
"Três Arroios (RS)","2643"
"Três Cachoeiras (RS)","11115"
"Três Coroas (RS)","28581"
"Três de Maio (RS)","23876"
"Três Forquilhas (RS)","2669"
"Três Palmeiras (RS)","4251"
"Três Passos (RS)","23852"
"Trindade do Sul (RS)","5791"
"Triunfo (RS)","29856"
"Tucunduva (RS)","5644"
"Tunas (RS)","4577"
"Tupanci do Sul (RS)","1459"
"Tupanciretã (RS)","24068"
"Tupandi (RS)","4939"
"Tuparendi (RS)","7810"
"Turuçu (RS)","3423"
"Ubiretama (RS)","1983"
"União da Serra (RS)","1118"
"Unistalda (RS)","2321"
"Uruguaiana (RS)","126866"
"Vacaria (RS)","66575"
"Vale Verde (RS)","3515"
"Vale do Sol (RS)","11828"
"Vale Real (RS)","5981"
"Vanini (RS)","2122"
"Venâncio Aires (RS)","71973"
"Vera Cruz (RS)","27099"
"Veranópolis (RS)","26533"
"Vespasiano Corrêa (RS)","1795"
"Viadutos (RS)","4690"
"Viamão (RS)","256302"
"Vicente Dutra (RS)","4599"
"Victor Graeff (RS)","2860"
"Vila Flores (RS)","3396"
"Vila Lângaro (RS)","2080"
"Vila Maria (RS)","4363"
"Vila Nova do Sul (RS)","4277"
"Vista Alegre (RS)","2739"
"Vista Alegre do Prata (RS)","1557"
"Vista Gaúcha (RS)","2855"
"Vitória das Missões (RS)","3092"
"Westfália (RS)","3031"
"Xangri-lá (RS)","16775"
"Água Clara (MS)","15776"
"Alcinópolis (MS)","5417"
"Amambai (MS)","39826"
"Anastácio (MS)","25237"
"Anaurilândia (MS)","9076"
"Angélica (MS)","10932"
"Antônio João (MS)","9020"
"Aparecida do Taboado (MS)","26069"
"Aquidauana (MS)","48029"
"Aral Moreira (MS)","12332"
"Bandeirantes (MS)","7266"
"Bataguassu (MS)","23325"
"Batayporã (MS)","11349"
"Bela Vista (MS)","24735"
"Bodoquena (MS)","7838"
"Bonito (MS)","22190"
"Brasilândia (MS)","11853"
"Caarapó (MS)","30593"
"Camapuã (MS)","13693"
"Campo Grande (MS)","906092"
"Caracol (MS)","6182"
"Cassilândia (MS)","22002"
"Chapadão do Sul (MS)","25865"
"Corguinho (MS)","6054"
"Coronel Sapucaia (MS)","15352"
"Corumbá (MS)","112058"
"Costa Rica (MS)","21142"
"Coxim (MS)","33459"
"Deodápolis (MS)","12984"
"Dois Irmãos do Buriti (MS)","11467"
"Douradina (MS)","5975"
"Dourados (MS)","225495"
"Eldorado (MS)","12400"
"Fátima do Sul (MS)","19170"
"Figueirão (MS)","3059"
"Glória de Dourados (MS)","9950"
"Guia Lopes da Laguna (MS)","9824"
"Iguatemi (MS)","16176"
"Inocência (MS)","7588"
"Itaporã (MS)","25162"
"Itaquiraí (MS)","21376"
"Ivinhema (MS)","23232"
"Japorã (MS)","9243"
"Jaraguari (MS)","7265"
"Jardim (MS)","26238"
"Jateí (MS)","4021"
"Juti (MS)","6787"
"Ladário (MS)","23689"
"Laguna Carapã (MS)","7419"
"Maracaju (MS)","48022"
"Miranda (MS)","28220"
"Mundo Novo (MS)","18473"
"Naviraí (MS)","55689"
"Nioaque (MS)","13862"
"Nova Alvorada do Sul (MS)","22430"
"Nova Andradina (MS)","55224"
"Novo Horizonte do Sul (MS)","3684"
"Paraíso das Águas (MS)","5654"
"Paranaíba (MS)","42276"
"Paranhos (MS)","14404"
"Pedro Gomes (MS)","7621"
"Ponta Porã (MS)","93937"
"Porto Murtinho (MS)","17298"
"Ribas do Rio Pardo (MS)","24966"
"Rio Brilhante (MS)","38186"
"Rio Negro (MS)","4793"
"Rio Verde de Mato Grosso (MS)","19973"
"Rochedo (MS)","5079"
"Santa Rita do Pardo (MS)","7900"
"São Gabriel do Oeste (MS)","27221"
"Sete Quedas (MS)","10771"
"Selvíria (MS)","6542"
"Sidrolândia (MS)","59245"
"Sonora (MS)","19721"
"Tacuru (MS)","11674"
"Taquarussu (MS)","3588"
"Terenos (MS)","22269"
"Três Lagoas (MS)","123281"
"Vicentina (MS)","6109"
"Acorizal (MT)","5334"
"Água Boa (MT)","26204"
"Alta Floresta (MT)","51959"
"Alto Araguaia (MT)","19385"
"Alto Boa Vista (MT)","6936"
"Alto Garças (MT)","12151"
"Alto Paraguai (MT)","11473"
"Alto Taquari (MT)","11133"
"Apiacás (MT)","10283"
"Araguaiana (MT)","3109"
"Araguainha (MT)","946"
"Araputanga (MT)","16951"
"Arenápolis (MT)","9502"
"Aripuanã (MT)","22714"
"Barão de Melgaço (MT)","8164"
"Barra do Bugres (MT)","35307"
"Barra do Garças (MT)","61135"
"Bom Jesus do Araguaia (MT)","6706"
"Brasnorte (MT)","20140"
"Cáceres (MT)","94861"
"Campinápolis (MT)","16919"
"Campo Novo do Parecis (MT)","36143"
"Campo Verde (MT)","45740"
"Campos de Júlio (MT)","7070"
"Canabrava do Norte (MT)","4728"
"Canarana (MT)","21842"
"Carlinda (MT)","10199"
"Castanheira (MT)","8749"
"Chapada dos Guimarães (MT)","19453"
"Cláudia (MT)","12245"
"Cocalinho (MT)","5681"
"Colíder (MT)","33649"
"Colniza (MT)","39861"
"Comodoro (MT)","21008"
"Confresa (MT)","31510"
"Conquista D'Oeste (MT)","4101"
"Cotriguaçu (MT)","20238"
"Cuiabá (MT)","618124"
"Curvelândia (MT)","5241"
"Denise (MT)","9544"
"Diamantino (MT)","22178"
"Dom Aquino (MT)","8159"
"Feliz Natal (MT)","14522"
"Figueirópolis D'Oeste (MT)","3452"
"Gaúcha do Norte (MT)","7782"
"General Carneiro (MT)","5592"
"Glória D'Oeste (MT)","3008"
"Guarantã do Norte (MT)","36130"
"Guiratinga (MT)","15245"
"Indiavaí (MT)","2779"
"Ipiranga do Norte (MT)","7920"
"Itanhangá (MT)","6885"
"Itaúba (MT)","3704"
"Itiquira (MT)","13552"
"Jaciara (MT)","27807"
"Jangada (MT)","8451"
"Jauru (MT)","8582"
"Juara (MT)","35121"
"Juína (MT)","41101"
"Juruena (MT)","16335"
"Juscimeira (MT)","11176"
"Lambari D'Oeste (MT)","6186"
"Lucas do Rio Verde (MT)","67620"
"Luciara (MT)","2058"
"Vila Bela da Santíssima Trindade (MT)","16271"
"Marcelândia (MT)","10301"
"Matupá (MT)","16793"
"Mirassol d'Oeste (MT)","27941"
"Nobres (MT)","15334"
"Nortelândia (MT)","5923"
"Nossa Senhora do Livramento (MT)","13104"
"Nova Bandeirantes (MT)","15685"
"Nova Nazaré (MT)","3932"
"Nova Lacerda (MT)","6751"
"Nova Santa Helena (MT)","3737"
"Nova Brasilândia (MT)","3805"
"Nova Canaã do Norte (MT)","12831"
"Nova Mutum (MT)","46813"
"Nova Olímpia (MT)","20563"
"Nova Ubiratã (MT)","12298"
"Nova Xavantina (MT)","20944"
"Novo Mundo (MT)","9363"
"Novo Horizonte do Norte (MT)","4051"
"Novo São Joaquim (MT)","4938"
"Paranaíta (MT)","11244"
"Paranatinga (MT)","22861"
"Novo Santo Antônio (MT)","2705"
"Pedra Preta (MT)","17446"
"Peixoto de Azevedo (MT)","35338"
"Planalto da Serra (MT)","2649"
"Poconé (MT)","33315"
"Pontal do Araguaia (MT)","6843"
"Ponte Branca (MT)","1550"
"Pontes e Lacerda (MT)","45774"
"Porto Alegre do Norte (MT)","12685"
"Porto dos Gaúchos (MT)","5363"
"Porto Esperidião (MT)","12097"
"Porto Estrela (MT)","2877"
"Poxoréu (MT)","15916"
"Primavera do Leste (MT)","63092"
"Querência (MT)","17937"
"São José dos Quatro Marcos (MT)","18846"
"Reserva do Cabaçal (MT)","2743"
"Ribeirão Cascalheira (MT)","10329"
"Ribeirãozinho (MT)","2422"
"Rio Branco (MT)","5150"
"Santa Carmem (MT)","4563"
"Santo Afonso (MT)","3155"
"São José do Povo (MT)","4450"
"São José do Rio Claro (MT)","21011"
"São José do Xingu (MT)","5620"
"São Pedro da Cipa (MT)","4771"
"Rondolândia (MT)","4036"
"Rondonópolis (MT)","236042"
"Rosário Oeste (MT)","17054"
"Santa Cruz do Xingu (MT)","2633"
"Salto do Céu (MT)","3295"
"Santa Rita do Trivelato (MT)","3506"
"Santa Terezinha (MT)","8460"
"Santo Antônio do Leste (MT)","5334"
"Santo Antônio do Leverger (MT)","16999"
"São Félix do Araguaia (MT)","11843"
"Sapezal (MT)","26688"
"Serra Nova Dourada (MT)","1678"
"Sinop (MT)","146005"
"Sorriso (MT)","92769"
"Tabaporã (MT)","9429"
"Tangará da Serra (MT)","105711"
"Tapurah (MT)","14046"
"Terra Nova do Norte (MT)","9473"
"Tesouro (MT)","3824"
"Torixoréu (MT)","3547"
"União do Sul (MT)","3490"
"Vale de São Domingos (MT)","3126"
"Várzea Grande (MT)","287526"
"Vera (MT)","11402"
"Vila Rica (MT)","26496"
"Nova Guarita (MT)","4464"
"Nova Marilândia (MT)","3304"
"Nova Maringá (MT)","8850"
"Nova Monte Verde (MT)","9277"
"Abadia de Goiás (GO)","8958"
"Abadiânia (GO)","20461"
"Acreúna (GO)","22546"
"Adelândia (GO)","2516"
"Água Fria de Goiás (GO)","5793"
"Água Limpa (GO)","1830"
"Águas Lindas de Goiás (GO)","217698"
"Alexânia (GO)","28010"
"Aloândia (GO)","1986"
"Alto Horizonte (GO)","6605"
"Alto Paraíso de Goiás (GO)","7688"
"Alvorada do Norte (GO)","8705"
"Amaralina (GO)","3845"
"Americano do Brasil (GO)","6164"
"Amorinópolis (GO)","3069"
"Anápolis (GO)","391772"
"Anhanguera (GO)","1160"
"Anicuns (GO)","21981"
"Aparecida de Goiânia (GO)","590146"
"Aparecida do Rio Doce (GO)","2474"
"Aporé (GO)","4232"
"Araçu (GO)","3486"
"Aragarças (GO)","20273"
"Aragoiânia (GO)","10496"
"Araguapaz (GO)","7783"
"Arenópolis (GO)","2536"
"Aruanã (GO)","10110"
"Aurilândia (GO)","3058"
"Avelinópolis (GO)","2409"
"Baliza (GO)","5280"
"Barro Alto (GO)","11408"
"Bela Vista de Goiás (GO)","30492"
"Bom Jardim de Goiás (GO)","8869"
"Bom Jesus de Goiás (GO)","25648"
"Bonfinópolis (GO)","9919"
"Bonópolis (GO)","4493"
"Brazabrantes (GO)","3746"
"Britânia (GO)","5797"
"Buriti Alegre (GO)","9484"
"Buriti de Goiás (GO)","2476"
"Buritinópolis (GO)","3283"
"Cabeceiras (GO)","8046"
"Cachoeira Alta (GO)","12666"
"Cachoeira de Goiás (GO)","1342"
"Cachoeira Dourada (GO)","8031"
"Caçu (GO)","16270"
"Caiapônia (GO)","19107"
"Caldas Novas (GO)","93196"
"Caldazinha (GO)","3848"
"Campestre de Goiás (GO)","3649"
"Campinaçu (GO)","3632"
"Campinorte (GO)","12764"
"Campo Alegre de Goiás (GO)","7738"
"Campo Limpo de Goiás (GO)","7940"
"Campos Belos (GO)","20007"
"Campos Verdes (GO)","1830"
"Carmo do Rio Verde (GO)","10186"
"Castelândia (GO)","3407"
"Catalão (GO)","110983"
"Caturaí (GO)","5101"
"Cavalcante (GO)","9725"
"Ceres (GO)","22306"
"Cezarina (GO)","8703"
"Chapadão do Céu (GO)","10486"
"Cidade Ocidental (GO)","72890"
"Cocalzinho de Goiás (GO)","20504"
"Colinas do Sul (GO)","3360"
"Córrego do Ouro (GO)","2290"
"Corumbá de Goiás (GO)","11169"
"Corumbaíba (GO)","9869"
"Cristalina (GO)","60210"
"Cristianópolis (GO)","2964"
"Crixás (GO)","17044"
"Cromínia (GO)","3472"
"Cumari (GO)","2837"
"Damianópolis (GO)","3306"
"Damolândia (GO)","2953"
"Davinópolis (GO)","2094"
"Diorama (GO)","2479"
"Doverlândia (GO)","7247"
"Edealina (GO)","3688"
"Edéia (GO)","12467"
"Estrela do Norte (GO)","3264"
"Faina (GO)","6576"
"Fazenda Nova (GO)","5553"
"Firminópolis (GO)","13449"
"Flores de Goiás (GO)","17005"
"Formosa (GO)","123684"
"Formoso (GO)","4172"
"Gameleira de Goiás (GO)","3880"
"Divinópolis de Goiás (GO)","4778"
"Goianápolis (GO)","11224"
"Goiandira (GO)","5625"
"Goianésia (GO)","71075"
"Goiânia (GO)","1536097"
"Goianira (GO)","45296"
"Goiás (GO)","22381"
"Goiatuba (GO)","34202"
"Gouvelândia (GO)","5988"
"Guapó (GO)","14207"
"Guaraíta (GO)","1951"
"Guarani de Goiás (GO)","3846"
"Guarinos (GO)","1737"
"Heitoraí (GO)","3733"
"Hidrolândia (GO)","22124"
"Hidrolina (GO)","3508"
"Iaciara (GO)","14082"
"Inaciolândia (GO)","6235"
"Indiara (GO)","15787"
"Inhumas (GO)","53259"
"Ipameri (GO)","27174"
"Ipiranga de Goiás (GO)","2893"
"Iporá (GO)","31499"
"Israelândia (GO)","2786"
"Itaberaí (GO)","43622"
"Itaguari (GO)","4685"
"Itaguaru (GO)","5206"
"Itajá (GO)","4475"
"Itapaci (GO)","23421"
"Itapirapuã (GO)","4685"
"Itapuranga (GO)","25681"
"Itarumã (GO)","7259"
"Itauçu (GO)","8960"
"Itumbiara (GO)","105809"
"Ivolândia (GO)","2334"
"Jandaia (GO)","6025"
"Jaraguá (GO)","51338"
"Jataí (GO)","102065"
"Jaupaci (GO)","2860"
"Jesúpolis (GO)","2506"
"Joviânia (GO)","7402"
"Jussara (GO)","18371"
"Lagoa Santa (GO)","1621"
"Leopoldo de Bulhões (GO)","7651"
"Luziânia (GO)","211508"
"Mairipotaba (GO)","2363"
"Mambaí (GO)","9081"
"Mara Rosa (GO)","9363"
"Marzagão (GO)","2250"
"Matrinchã (GO)","4336"
"Maurilândia (GO)","14327"
"Mimoso de Goiás (GO)","2583"
"Minaçu (GO)","28793"
"Mineiros (GO)","68154"
"Moiporá (GO)","1501"
"Monte Alegre de Goiás (GO)","8684"
"Montes Claros de Goiás (GO)","8047"
"Montividiu (GO)","13672"
"Montividiu do Norte (GO)","4509"
"Morrinhos (GO)","46548"
"Morro Agudo de Goiás (GO)","2232"
"Mossâmedes (GO)","4206"
"Mozarlândia (GO)","15870"
"Mundo Novo (GO)","4713"
"Mutunópolis (GO)","3764"
"Nazário (GO)","9260"
"Nerópolis (GO)","30395"
"Niquelândia (GO)","46730"
"Nova América (GO)","2357"
"Nova Aurora (GO)","2222"
"Nova Crixás (GO)","12945"
"Nova Glória (GO)","8112"
"Nova Iguaçu de Goiás (GO)","2934"
"Nova Roma (GO)","3236"
"Nova Veneza (GO)","10018"
"Novo Brasil (GO)","2843"
"Novo Gama (GO)","117703"
"Novo Planalto (GO)","4544"
"Orizona (GO)","15725"
"Ouro Verde de Goiás (GO)","3723"
"Ouvidor (GO)","6782"
"Padre Bernardo (GO)","34430"
"Palestina de Goiás (GO)","3467"
"Palmeiras de Goiás (GO)","29392"
"Palmelo (GO)","2381"
"Palminópolis (GO)","3582"
"Panamá (GO)","2603"
"Paranaiguara (GO)","10140"
"Paraúna (GO)","10980"
"Perolândia (GO)","3143"
"Petrolina de Goiás (GO)","10261"
"Pilar de Goiás (GO)","2194"
"Piracanjuba (GO)","24548"
"Piranhas (GO)","10272"
"Pirenópolis (GO)","25064"
"Pires do Rio (GO)","31686"
"Planaltina (GO)","90640"
"Pontalina (GO)","17860"
"Porangatu (GO)","45633"
"Porteirão (GO)","3931"
"Portelândia (GO)","4022"
"Posse (GO)","37414"
"Professor Jamil (GO)","3203"
"Quirinópolis (GO)","50701"
"Rialma (GO)","10940"
"Rianápolis (GO)","4817"
"Rio Quente (GO)","4612"
"Rio Verde (GO)","241518"
"Rubiataba (GO)","19947"
"Sanclerlândia (GO)","7632"
"Santa Bárbara de Goiás (GO)","6634"
"Santa Cruz de Goiás (GO)","2819"
"Santa Fé de Goiás (GO)","5523"
"Santa Helena de Goiás (GO)","38808"
"Santa Isabel (GO)","3815"
"Santa Rita do Araguaia (GO)","8935"
"Santa Rita do Novo Destino (GO)","3355"
"Santa Rosa de Goiás (GO)","2252"
"Santa Tereza de Goiás (GO)","3280"
"Santa Terezinha de Goiás (GO)","8562"
"Santo Antônio da Barra (GO)","4854"
"Santo Antônio de Goiás (GO)","6440"
"Santo Antônio do Descoberto (GO)","75829"
"São Domingos (GO)","13103"
"São Francisco de Goiás (GO)","6267"
"São João d'Aliança (GO)","14085"
"São João da Paraúna (GO)","1345"
"São Luís de Montes Belos (GO)","34157"
"São Luiz do Norte (GO)","5215"
"São Miguel do Araguaia (GO)","21920"
"São Miguel do Passa Quatro (GO)","4082"
"São Patrício (GO)","2037"
"São Simão (GO)","20985"
"Senador Canedo (GO)","118451"
"Serranópolis (GO)","8642"
"Silvânia (GO)","20816"
"Simolândia (GO)","6879"
"Sítio d'Abadia (GO)","3001"
"Taquaral de Goiás (GO)","3521"
"Teresina de Goiás (GO)","3498"
"Terezópolis de Goiás (GO)","8186"
"Três Ranchos (GO)","2830"
"Trindade (GO)","129823"
"Trombas (GO)","3498"
"Turvânia (GO)","4564"
"Turvelândia (GO)","5365"
"Uirapuru (GO)","2840"
"Uruaçu (GO)","40840"
"Uruana (GO)","13818"
"Urutaí (GO)","3066"
"Valparaíso de Goiás (GO)","172135"
"Varjão (GO)","3838"
"Vianópolis (GO)","13977"
"Vicentinópolis (GO)","8873"
"Vila Boa (GO)","6312"
"Vila Propício (GO)","5882"
"Brasília (DF)","3055149"
